Matrix;0.25;10;942;;List;0.25;10;874
Matrix;0.25;50;15280;;List;0.25;50;10242
Matrix;0.25;100;50286;;List;0.25;100;47838
Matrix;0.25;500;3.16245e+06;;List;0.25;500;4.0842e+06
